Site Name,Site Address,Town,State,Postcode,24 Hours,98 Octane,Diesel,LPG,E10,Shell Low Aromatic,95 Octane,98 Octane,Premium Diesel,Diesel E10,Adblue At the  Pump,"Adblue 
10L",Truckstop,Carwash,Toilets,Latitude,Longitude
SHELL EAST BUNDABERG,15 SCOTLAND STREET,BUNDABERG,QLD,4670,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,-24.86119187,152.365197
SHELL ESK,CNR EDWARD STREET & IPSWICH ST,ESK,QLD,4312,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,-27.2393038,152.4219385
SHELL NANANGO,28 HENERY STREET,NANANGO,QLD,4615,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,-26.67143044,152.0016332
SHELL RAINBOW BEACH,RAINBOW BEACH RD,RAINBOW BEACH,QLD,4581,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-25.91944071,153.0887417
SHELL TAMBORINE VILLAGE S/STN,2785 WATERFORD TAMBORINE RD,TAMBORINE,QLD,4270,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,-27.88037973,153.1296281
SHELL TEXAS,37 GREENUP ST,TEXAS,QLD,4385,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,-28.85251974,151.1641685
STANTHORPE SERVICE STATION,57 MARRYLAND STREET,STANTHORPE,QLD,4380,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-28.65833672,151.9339441
THE BIG CRAB,BRUCE HWY,MIRIAM VALE,QLD,4677,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,-24.30855338,151.5538571
ASCOT SERVICE STATION,106 CHURCH STREET,PENOLA,SA,5277,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.37542533,140.8366224
BARMERA ROADHOUSE,69 TONKIN AVENUE,BARMERA,SA,5345,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-34.25682032,140.4648122
COLES EXPRESS BLACKWOOD,371 SHEPHERDS HILL RD,BLACKWOOD,SA,5051,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-35.02100257,138.6154674
COLES EXPRESS CEDUNA,30-32 MCKENZIE STREET,CEDUNA,SA,5690,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,-32.12585142,133.6780883
COLES EXPRESS DARLINGTON,1477-1479 MAIN SOUTH ROAD,DARLINGTON,SA,5047,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-35.0346435,138.5589225
COLES EXPRESS ELIZABETH CITY,ELIZABETH WAY,ELIZABETH,SA,5112,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.71718588,138.6662321
COLES EXPRESS ELIZABETH PARK,110 YORKTOWN RD,ELIZABETH PARK,SA,5113,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-34.70940753,138.6848181
COLES EXPRESS FAIRVIEW PARK,323 HANCOCK ROAD,FAIRVIEW PARK,SA,5126,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,-34.80322101,138.7177831
COLES EXPRESS FINDON,245 FINDON RD & GRANGE RD,FINDON,SA,5023,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-34.90544287,138.5325476
COLES EXPRESS GAWLER,12 MURRAY ST,GAWLER,SA,5118,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-34.60322761,138.7492442
COLES EXPRESS GOLDEN GROVE,LOT 203 THE GROVE WAY & ATLANTIS DR,GOLDEN GROVE,SA,5125,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.78902237,138.6969494
COLES EXPRESS HALLETT COVE,2 RAMROD AVE,HALLETT COVE,SA,5158,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-35.07754573,138.518032
COLES EXPRESS HAWTHORN,150 BELAIR RD,HAWTHORN,SA,5062,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,-34.97249217,138.608774
COLES EXPRESS HECTORVILLE,150 MONTACUTE RD,HECTORVILLE,SA,5073,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-34.88897824,138.6738334
COLES EXPRESS HOPE VALLEY,1230 GRAND JUNCTION RD & VALLEY RD,HOPE VALLEY,SA,5090,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.84316255,138.7015976
COLES EXPRESS KLEMZIG,44 O.G. RD,KLEMZIG,SA,5087,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,-34.87862232,138.6353064
COLES EXPRESS LARGS BAY,207 VICTORIA RD,LARGS BAY,SA,5016,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-34.82551316,138.4997109
COLES EXPRESS MANSFIELD PARK,452 GRAND JUNCTION RD,MANSFIELD PARK,SA,5012,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-34.8503338,138.5547812
COLES EXPRESS MCLAREN VALE,207 MAIN RD,MCLAREN VALE,SA,5171,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-35.2134721,138.5352109
COLES EXPRESS MODBURY NORTH,432 MONTAGUE RD,MODBURY NORTH,SA,5092,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-34.82873968,138.6718018
COLES EXPRESS MOUNT GAMBIER,100 COMMERCIAL STREET WEST,MOUNT GAMBIER,SA,5290,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.82659049,140.7749015
COLES EXPRESS MURRAY BRIDGE,57 ADELAIDE RD,MURRAY BRIDGE,SA,5253,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-35.12115898,139.2685703
COLES EXPRESS NARACOORTE,62 STEWART TCE,NARACOORTE,SA,5271,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-36.95403417,140.7297851
COLES EXPRESS NOARLUNGA,CNR BEACH RD & HANNAH RD,NOARLUNGA CENTRE,SA,5168,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-35.1380908,138.4970019
COLES EXPRESS NORWOOD,208 MAGILL RD,NORWOOD,SA,5067,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.91516845,138.6401171
COLES EXPRESS PARAFIELD GARDENS,443 SALISBURY HIGHWAY,PARAFIELD GARDENS,SA,5107,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-34.7884795,138.6179683
COLES EXPRESS PORT AUGUSTA METEOR ROADHOUSE,CNR HIGHWAY 1 & STIRLING RD,PORT AUGUSTA,SA,5700,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,-32.49941433,137.7720735
COLES EXPRESS PORT AUGUSTA WEST,34 HIGHWAY 1 & STOKES TCE,PORT AUGUSTA,SA,5700,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-32.48076608,137.7546638
COLES EXPRESS PORT LINCOLN,92 TASMAN TCE,PORT LINCOLN,SA,5606,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-34.72125886,135.8611128
COLES EXPRESS PORT WAKEFIELD,2 SNOWTOWN ROAD,PORT WAKEFIELD,SA,5550,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-34.16956885,138.154904
COLES EXPRESS QUEENSTOWN,77 PORT RD,QUEENSTOWN,SA,5014,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-34.86391581,138.5149209
COLES EXPRESS REYNELLA,89 MAIN SOUTH RD,REYNELLA,SA,5161,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-35.09932252,138.5323142
COLES EXPRESS ROSE PARK,150 FULLARTON RD (CNR ALEXANDRA AVE),ROSE PARK,SA,5067,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-34.93110411,138.6239503
COLES EXPRESS SALISBURY EAST,1461 MAIN NORTH RD,SALISBURY EAST,SA,5109,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,-34.79177752,138.6477203
COLES EXPRESS SMITHFIELD EAST,MAIN NORTH RD,SMITHFIELD,SA,5114,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-34.68641202,138.6914466
COLES EXPRESS TAILEM BEND,69-71 PRINCES HWY,TAILEM BEND,SA,5260,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-35.25376692,139.4531778
COLES EXPRESS THEBARTON,53-57 PORT RD,THEBARTON,SA,5031,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.91511801,138.577617
COLES EXPRESS VALLEY VIEW WRIGHT RD,267 WRIGHT RD,VALLEY VIEW,SA,5093,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,-34.83559533,138.6533227
COLES EXPRESS VICTOR HARBOUR,165 HINDMARSH RD,VICTOR HARBOR,SA,5211,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-35.55114917,138.6233757
COLES EXPRESS WAIKERIE,1 PEAKE TERRACE,WAIKERIE,SA,5330,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-34.17870356,139.9851593
COLES EXPRESS WEST LAKES,113 WEST LAKES BOULEVARD,WEST LAKES,SA,5021,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-34.87719316,138.4927356
COLES EXPRESS WEST TERRACE,111 WEST TCE,ADELAIDE,SA,5000,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.92980606,138.5885577
COLES EXPRESS WHYALLA,41 PLAYFORD AVE & ELLIOTT ST,WHYALLA,SA,5600,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-33.0295074,137.5682601
COLES EXPRESS WINDSOR GARDENS,CNR NORTH EAST RD & SUDHOLZ COURT,WINDSOR GARDENS,SA,5087,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.85728177,138.6554924
GLENDAMBO ROADHOUSE,MAIN STUART HIGHWAY,GLENDAMBO,SA,5710,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-30.96779447,135.7597606
GOLDEN GRILL RESTAURANT & S/ST,MOORUNDIE ST,TRURO,SA,5356,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-34.4090211,139.1268615
ISLINGTON SHELL TRUCKPORT,PEDDERS CRESCENT,REGENCY PARK,SA,5010,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,-34.86269011,138.5765226
JUBILEE HIGHWAY SERVICE STATION,190 JUBILEE HIGHWAY,Mount Gambier,SA,5290,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,-37.84117066,140.8203056
LITTLEHAMPTION SERVICE STATION,35 MAIN ROAD,LITTLE HAMPTION,SA,5250,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-35.03526332,138.9114423
MARLA TRAVELLERS REST,STUART HIGHWAY,MARLA,SA,5724,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,-27.48688602,133.7631778
MILLICENT ROADHOUSE,ADELAIDE RD,MILLICENT,SA,5280,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.58144015,140.3573656
MT GAMBIER CVRO.,COMMERICAL STREET WEST,Mount Gambier,SA,5290,Y,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,-37.82341698,140.7646865
OPAL MINERS ENTERPRISES INC,OLD WATER TANK RD,COOBER PEDY,SA,5723,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-29.01324244,134.7544868
SHELL BAY ROAD,BAY RD,Mount Gambier,SA,5290,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.83828544,140.7757586
SHELL GILLMAN TRUCK PORT,202 EASTERN PDE,PORT ADELAIDE,SA,5015,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,-34.83928695,138.5245942
SHELL PENOLA RD,144C PENOLA RD,Mount Gambier,SA,5290,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,-37.81311347,140.7887684
SHELL PENOLA ROADHOUSE,80 CHURCH ST,PENOLA,SA,5277,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-37.37602015,140.8364967
SHELL ROADHOUSE KINGSTON,1 PRINCES HIGHWAY,KINGSTON S E,SA,5275,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-36.82675888,139.8638014
SOUTHWAY SERVICE STATION,60 NORTH TERRACE,BORDERTOWN,SA,5268,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-36.30844582,140.7727582
SPUDS ROADHOUSE,WOOMERA ROAD,PIMBA,SA,5720,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,-30.95991777,136.9060951
STREAKY BAY TOURIST CENTRE,15 ALFRED TCE,STREAKY BAY,SA,5680,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-32.79543135,134.2135436
THE PINES,ADELAIDE ROAD,MILLICENT,SA,5280,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.58144108,140.3573622
TINTINARA TRAVEL STOP,DUKES HIGHWAY,TINTINARA,SA,5266,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-35.90545375,140.0847244
BEAUTY POINT SERVICE STATION,227 FLINDERS ST,BEAUTY POINT,TAS,7270,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.14902636,146.8183159
CLAREMONT SHELL.,94 MAIN RD,CLAREMONT,TAS,7011,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-42.78741686,147.2519102
COLES EXPRESS BLACKMANS BAY,176 ROSLYN AVENUE,BLACKMANS BAY,TAS,7052,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-43.00017302,147.3205262
COLES EXPRESS BRIGHTON,MIDLAND HWY & ANDREW STREET,BRIGHTON,TAS,7030,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-42.70012765,147.2509578
COLES EXPRESS DEVONPORT,22 FORMBY RD,DEVONPORT,TAS,7310,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-41.18748533,146.3618915
COLES EXPRESS GLENORCHY,418 MAIN RD,GLENORCHY,TAS,7010,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-42.83204904,147.270765
COLES EXPRESS HOBART,257 ELIZABETH ST,HOBART,TAS,7000,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-42.87652709,147.3188067
COLES EXPRESS HOWRAH,2 HOWRAH RD,HOWRAH,TAS,7018,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-42.88073096,147.4058297
COLES EXPRESS INVERMAY,103 INVERMAY ROAD,INVERMAY,TAS,7250,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-41.43108782,147.1392854
COLES EXPRESS LAUNCESTON,69 WELLINGTON ST,LAUNCESTON,TAS,7250,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-41.44030936,147.136965
COLES EXPRESS LAUNCESTON BATHURST ST,106-114 BATHURST ST,LAUNCESTON,TAS,7250,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.444806,147.1377221
COLES EXPRESS MOONAH,112 CHARLES ST,MOONAH,TAS,7009,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-42.84137755,147.288593
COLES EXPRESS NEW NORFOLK,27 HAMILTON RD (LYELL HIGHWAY),NEW NORFOLK,TAS,7140,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-42.31486005,146.4182039
COLES EXPRESS NEWSTEAD,3 HOBBLERS BRIDGE RD,NEWSTEAD,TAS,7250,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-41.44192893,147.1609851
COLES EXPRESS SANDY BAY,142 SANDY BAY RD,SANDY BAY,TAS,7005,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,-42.89380178,147.3258948
COLES EXPRESS SMITHTON,66 BRITTONS RD,SMITHTON,TAS,7330,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-40.8509466,145.1306591
COLES EXPRESS SORELL,2 COLE STREET (CNR PELHAM STREET),SORELL,TAS,7172,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-42.78261396,147.5647649
FOUR WAYS SERVICE STATION,2 RIGBY STREET,ULVERSTONE,TAS,7315,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-41.15739078,146.1720802
GAWLER GENERAL STORE,170 GAWLER ROAD,GAWLER,TAS,7315,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-41.18313251,146.15959
HUETTS SERVICE STATION,BASS HWY,DELORAINE,TAS,7304,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.513833,146.6519701
RAILTON MOTOR & TYRE SERVICE,26 FOSTER ST,RAILTON,TAS,7305,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.34629558,146.4217369
RISDON VALE SERVICE STATION.,42 SUGARLOAF RD,RISDON VALE,TAS,7016,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-42.81335882,147.3516051
SERVICE CENTRE DUNALLEY SHELL,MAIN RD,DUNALLEY,TAS,7177,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-42.88761034,147.8106955
SHELL GEORGE TOWN,32-36 MAIN RD,GEORGE TOWN,TAS,7253,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.1084519,146.8316586
SHELL PINEVIEW SERVICE STATION,2 GEORGE STREET,SCOTTSDALE,TAS,7260,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-41.15913961,147.5187826
STARLITE SERVICE STN,54 TARLETON ST,DEVONPORT,TAS,7310,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-41.17597695,146.3734667
AIRPORT WEST SERVICE CENTRE,10-12 LOUIS ST,AIRPORT WEST,VIC,3042,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.714471,144.8886961
ALPINE SERVICE STATION,233 MYRTLE STREET,MYRTLEFORD,VIC,3737,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-36.55645937,146.7159894
APOLLO BAY,177 GREAT OCEAN ROAD,APOLLO BAY,VIC,3233,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-38.75262578,143.6688753
AVOCA,99 HIGH STREET,AVOCA,VIC,3467,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.09007431,143.4740094
BALLARAT TAXI CO-OP,911 DOVETON ST,BALLARAT,VIC,3350,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.54117571,143.8584454
BENETOOK AUTOMOTIVE,1176 BENETOOK AVE,MILDURA,VIC,3500,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-34.23441941,142.1326689
BRUCE CLOUGH MOTORS,1975 PRINCES HIGHWAY,NAR NAR GOON,VIC,3812,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-38.06920825,145.5737531
BUXTON ROADHOUSE,2093 MAROONDAH HWY,BUXTON,VIC,3771,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.42973271,145.7027428
BYRNESIDE SERVICE STATION,MIDLAND HWY,BYRNESIDE,VIC,3617,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-36.42298984,145.1589047
COBDEN SERVICE STATION,1236 CAMPERDOWN RD,COBDEN,VIC,3266,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-38.32022983,143.0795765
COHUNA SERVICE STATION,MURRAY VALLEY HWY,COHUNA,VIC,3568,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,-35.80969368,144.2226867
COLES EXPRESS ABBOTSFORD,266-278 HODDLE ST (CNR TRURO ST),ABBOTSFORD,VIC,3067,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.79794505,144.9934123
COLES EXPRESS ALTONA MEADOWS,306-316 QUEEN ST (CNR VICTORIA ST),ALTONA MEADOWS,VIC,3028,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.87703763,144.7858823
COLES EXPRESS ALTONA NORTH,71-75 DOHERTY'S ROAD,ALTONA NORTH,VIC,3025,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,-37.83258048,144.8251994
COLES EXPRESS ANGLESEA,107 GREAT OCEAN ROAD,ANGLESEA,VIC,3230,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.40857596,144.185818
COLES EXPRESS ARARAT,280 BARKLY STREET,ARARAT,VIC,3377,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.284551,142.9359299
COLES EXPRESS ARDEER,FITZGERALD RD & THE AVENUE,ARDEER,VIC,3022,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,-37.77323551,144.799484
COLES EXPRESS ASHBURTON,HIGH & JOHNSTON STREETS,ASHBURTON,VIC,3147,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-37.86293223,145.0757877
COLES EXPRESS AUBURNDALE,185 RIVERSDALE RD & HUNTER ST,HAWTHORN EAST,VIC,3122,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.82964651,145.0418693
COLES EXPRESS BAIRNSDALE,255 MAIN STREET (CNR PYKE STREET),BAIRNSDALE,VIC,3875,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,-37.82706239,147.6270588
COLES EXPRESS BALLARAT,822 STURT STREET,BALLARAT,VIC,3350,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,-37.56059868,143.8479703
COLES EXPRESS BALWYN,449 WHITEHORSE RD & IRAMOO ST,BALWYN,VIC,3103,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,-37.81331653,145.0854144
COLES EXPRESS BAYSWATER,148-150 CANTERBURY RD (CNR DORSET RD),BAYSWATER NTH,VIC,3153,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-37.82594791,145.2876833
COLES EXPRESS BAYSWATER SOUTH,762-768 MOUNTAIN HIGHWAY,BAYSWATER,VIC,3153,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-37.83992219,145.2683354
COLES EXPRESS BELMONT (VIC),3-9 SETTLEMENT ROAD,BELMONT,VIC,3216,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.17716221,144.3522439
COLES EXPRESS BENALLA,CNR BRIDGE ST & MARGARET ST,BENALLA,VIC,3672,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-36.55618915,145.9716007
COLES EXPRESS BENTLEIGH EAST,EAST BOUNDARY RD & ARDENA CRT,BENTLEIGH EAST,VIC,3165,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.91653289,145.0598775
COLES EXPRESS BERWICK,PRINCES HWY & CLYDE RD,BERWICK,VIC,3806,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.03107484,145.3437588
COLES EXPRESS BLACKBURN,MAROONDAH HWY & MIDDLEBOROUGH RD,BLACKBURN,VIC,3130,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.81977851,145.1384837
COLES EXPRESS BLACKBURN NORTH,MIDDLEBOROUGH RD & SPRINGFIELD RD,BLACKBURN,VIC,3130,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-37.80910756,145.1405894
COLES EXPRESS BRAESIDE,918-928 SPRINGVALE RD,BRAESIDE,VIC,3195,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,-38.01057394,145.1405682
COLES EXPRESS BRANDON PARK,SPRINGVALE RD & FERNTREE GULLY RD,BRANDON PARK,VIC,3170,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,-37.92675724,145.1762198
COLES EXPRESS BRUNSWICK,LYGON STREET & GLENLYON ROAD,BRUNSWICK EAST,VIC,3057,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-37.77265221,144.971499
COLES EXPRESS BULLEEN,MANNINGHAM RD & GRANT OLSEN AVE,BULLEEN,VIC,3105,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.76715694,145.0926219
COLES EXPRESS BUNDOORA,127-132 PLENTY RD & GREENHILLS RD,BUNDOORA,VIC,3083,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.69216698,145.0629431
COLES EXPRESS BUNKER HILL,1175 HUME HWY,Kalkallo,VIC,3064,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-37.56306304,144.9453873
COLES EXPRESS BURNSIDE,WESTERN HWY (15-23 EUCUMBENE DRIVE),RAVENSTHORPE,VIC,3023,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-37.76870606,144.7521895
COLES EXPRESS BURWOOD,BURWOOD HWY & CENTRAL AVE,BURWOOD,VIC,3125,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.85053943,145.0974601
COLES EXPRESS CAMBERWELL,800-802 BURKE RD (CNR VICTORIA RD),CAMBERWELL,VIC,3124,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-37.82353583,145.0581963
COLES EXPRESS CARLTON (VIC),LYGON & ELGIN STREETS,CARLTON,VIC,3053,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.79707576,144.9674508
COLES EXPRESS CARRUM DOWNS,325 BALLARTO RD (CNR MCCORMICKS RD),Carrum Downs,VIC,3201,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,-38.11715245,145.1940076
COLES EXPRESS CHELTENHAM,290 WARRIGAL RD (CNR CENTRE DANDENONG RD),CHELTENHAM,VIC,3192,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.96763117,145.0741941
COLES EXPRESS CLAYTON,DANDENONG ROAD & RENVER ROAD,CLAYTON,VIC,3168,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-37.9237235,145.1422261
COLES EXPRESS CLAYTON SOUTH,470 CLAYTON ROAD (CNR CLEARY CRT),CLAYTON SOUTH,VIC,3168,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,-37.93617852,145.117575
COLES EXPRESS COBURG,BELL & SUSSEX STREETS,COBURG,VIC,3058,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.73951235,144.9484999
COLES EXPRESS COLAC,2-14 PRINCESS HIGHWAY (CNR BAILLIE ST),COLAC,VIC,3250,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-38.33509078,143.6099239
COLES EXPRESS COLLINGWOOD,ALEXANDRA PDE & BLANCHE ST,COLLINGWOOD,VIC,3066,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.79420658,144.9867106
COLES EXPRESS COTHAM ROAD,245 COTHAM ROAD,KEW,VIC,3101,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-37.80895142,145.0515937
